S,K,r,t,vol,Value
1054.3,1383.8,0.0184,0.5479,0.2066,3.2268
1602.5699,1020.98,0.0245,1.2384,0.1432,612.1729
1281.28,1555.09,0.0194,1.4384,0.18,38.0166
1787.34,1040.75,0.0221,0.4685,0.1624,757.3102
1343.6899,1169.21,0.0202,0.5507,0.1641,195.2773
1796.86,1358,0.0183,0.7671,0.2141,465.0423
1689.77,1203.67,0.0211,0.3616,0.1782,495.2714
1099.95,1418.27,0.0247,0.9315,0.1743,8.0388
1643.79,1201.61,0.0169,0.6603,0.1881,456.8017
1208.73,1484.47,0.0256,0.8822,0.1753,14.6056
1577.46,1285.92,0.014,1.3753,0.2017,346.7267
1355.8101,1168.54,0.0261,1.4603,0.1664,254.429
1272.67,1747.66,0.0159,0.1479,0.2119,0
1566.14,1146.8,0.014,1.1507,0.1508,439.3635
1444.52,1114.88,0.0163,0.3753,0.207,337.4812
1466.98,1090.1801,0.0152,1.4959,0.1913,412.7854
1643.1,1358.21,0.019,0.7863,0.1649,312.8767
1430.0699,1590.41,0.0211,0.3616,0.1803,15.6975
1003.05,1639.35,0.0225,1.0027,0.202,0.8893
1889.45,1613.6899,0.0168,0.5644,0.1659,299.9344
1559.46,1758.9,0.0189,0.9342,0.1447,30.8966
1928.88,1762.86,0.0187,0.2329,0.1789,184.3053
1098.9399,1209.49,0.0152,0.6658,0.1921,32.9428
1482.53,1379.5,0.0209,0.6986,0.1554,150.7776
1764.61,1490.8101,0.0262,0.4767,0.1891,300.0706
1742.6801,1267.01,0.0174,0.5233,0.1961,487.8872
1883.73,1092.45,0.0172,0.8959,0.1778,808.0123
1618.23,1566.15,0.022,0.2219,0.1586,82.0493
1736.76,1301.0699,0.0261,0.137,0.1975,440.3345
1337.72,1064.09,0.0206,0.5096,0.1754,286.306
1236.53,1737.98,0.0229,0.1288,0.2007,0
1540.64,1968.36,0.0186,1.4164,0.1911,34.8329
1736.36,1283.49,0.0156,1.189,0.1535,479.0702
1450.76,1926.87,0.0191,0.8301,0.1635,3.526
1435.8199,1794.12,0.0209,0.3288,0.1914,1.5273
1975.27,1825.23,0.0226,0.5562,0.1707,205.7953
1102.9301,1769.1801,0.0199,1.0055,0.1461,0.0562
1823.42,1642.77,0.0155,1.2192,0.1701,260.7926
1081.41,1872.72,0.0151,0.4986,0.1654,0
1988.47,1398.28,0.0184,0.8274,0.2011,613.82
1801.99,1967.2,0.0198,1.0274,0.1418,55.5386
1186.61,1966.96,0.0187,0.1041,0.1766,0
1266.24,1065.17,0.0172,1.0521,0.1708,234.2392
1096.78,1299.63,0.0226,0.1178,0.1564,0
1221.91,1355.14,0.0183,0.0603,0.2067,0.2267
1494.86,1325.55,0.0278,0.589,0.1961,211.464
1998.33,1207.95,0.0181,1.0877,0.1846,814.2246
1626.3101,1570.12,0.0232,0.1699,0.216,92.0784
1220.79,1819.79,0.0174,1.4932,0.178,5.5817
1410.71,1268.64,0.0271,0.2932,0.1825,159.7739
1872.5601,1898.28,0.0201,0.5123,0.1598,82.1274
1322.13,1507.42,0.0192,1.137,0.148,31.8095
1423.3101,1547.72,0.015,1.3479,0.1862,85.1906
1039.0601,1673.49,0.0198,1.0932,0.1898,0.9646
1992.65,1259.77,0.0188,1.0521,0.1722,757.8379
1207.6,1244.15,0.0195,0.9863,0.1947,87.2189
1767.65,1665.95,0.0221,0.7397,0.1769,180.0411
1911.61,1697.62,0.0231,1.2082,0.1816,308.3121
1142.96,1458,0.0145,0.1288,0.1676,0
1693.79,1076.03,0.0127,1.2822,0.156,635.4237
1302.34,1632.55,0.0192,0.6877,0.1823,7.8563
1221.16,1481.98,0.0219,1.1945,0.1405,14.2179
1210.38,1966.1801,0.0147,0.1288,0.2079,0
1938.86,1539.98,0.0164,1.3644,0.2244,472.6495
1233.11,1377.27,0.0236,0.3123,0.1937,12.3396
1306.02,1604,0.0237,1.2795,0.1773,29.9994
1856.24,1580.76,0.0256,0.0247,0.169,276.4792
1457.38,1242.28,0.0265,0.3863,0.1689,230.721
1219.83,1192.16,0.0158,1.4164,0.1831,132.6924
1384.41,1280.8101,0.0127,0.6,0.1905,147.4068
1438.13,1187.04,0.0141,0.8904,0.1868,279.7965
1979.77,1436.63,0.0265,1.211,0.17,592.0517
1923.3199,1372.2,0.0171,1.4137,0.2247,601.138
1538.77,1322.26,0.0241,1.3014,0.226,307.9257
1181.84,1274.84,0.0196,1.2849,0.1547,57.5134
1561.62,1352.36,0.0171,1.2247,0.2035,280.9432
1802.25,1605.9399,0.0255,0.1562,0.1673,203.9681
1950.2,1834.14,0.0188,1.011,0.1357,194.4299
1603.16,1204.09,0.0158,0.5014,0.1699,408.9592
1943.11,1272.48,0.0254,1.4795,0.175,719.3024
1160.05,1116.08,0.0234,1.1342,0.2062,139.0931
1382.8,1671.24,0.0175,0.6877,0.1375,4.4093
1179.8199,1220.4399,0.0229,0.7068,0.1807,61.9752
1158.37,1361.84,0.0143,1.2466,0.2045,45.4233
1441.7,1550.16,0.0142,1.0411,0.1546,56.6423
1918.04,1640.51,0.0152,0.863,0.1746,320.7224
1273.33,1220.9399,0.0191,0.4548,0.1834,97.5841
1394.8199,1245.27,0.0119,0.4247,0.1606,164.6215
1780.7,1621.12,0.0191,0.7205,0.1657,211.954
1939.1801,1454.16,0.0254,1.2192,0.1746,535.8465
1300.86,1269.6,0.0229,0.5507,0.1689,89.9565
1102.6,1335.67,0.0108,0.8301,0.1949,16.8493
1795.89,1497.97,0.0138,1.4849,0.2048,375.9805
1365.58,1432.8199,0.0247,0.589,0.1591,46.6393
1157.13,1863.08,0.0142,1.3342,0.1697,0.9409
1353.9301,1912.14,0.0277,0.3616,0.1764,0.0274
1638.3101,1946.39,0.0161,0.3151,0.1709,2.6953
1137.12,1958.63,0.0171,0.2932,0.2031,0
1886.27,1946.25,0.0273,0.2849,0.1567,42.0037
1452.4399,1948.14,0.0125,1.0384,0.1758,7.5027
1288.15,1219.38,0.0218,0.4247,0.2187,117.7145
1948.5699,1678.37,0.0184,0.3699,0.1943,290.693
1603.7,1677.87,0.0218,0.5562,0.1863,65.6698
1792.6,1689.59,0.0179,0.9123,0.15,177.1951
1101.53,1697.86,0.0123,1.211,0.1804,1.7142
1233.9399,1456.61,0.0205,0.6767,0.1922,18.7761
1667.99,1946.1899,0.0148,0.3397,0.147,2.4403
1969.09,1982.97,0.0185,1.3616,0.1764,178.2175
1607.45,1281.3,0.0211,0.5699,0.1876,345.242
1400.9,1078.8101,0.0156,0.8685,0.1382,337.5318
1102.77,1634.5601,0.0131,0.6301,0.1565,0.0436
1136.14,1353.5,0.0206,1.2466,0.1872,35.5259
1554.63,1528.35,0.0209,0.5945,0.1933,115.2139
1315.09,1704.45,0.0211,0.7479,0.214,12.04
1268.5699,1637.09,0.0245,1.3534,0.2086,33.443
1616.92,1833.21,0.021,0.463,0.204,26.6267
1208.39,1547.48,0.0203,0.1507,0.1934,0
1034.5699,1070.17,0.0235,0.9918,0.202,77.9691
1784.72,1624.25,0.0201,0.8877,0.1695,227.5113
1762.95,1539.12,0.0169,0.8438,0.1718,269.1666
1897.52,1637.5699,0.0209,1.3068,0.1493,327.6137
1794.15,1442.88,0.013,1.2575,0.1938,399.4218
1701.2,1558.5,0.026,0.4301,0.1756,179.8354
1063.42,1001.31,0.0152,1.4493,0.194,142.6742
1811.17,1678.5699,0.0138,1.1726,0.1588,214.9968
1239.74,1322.88,0.0177,0.1479,0.2001,11.0316
1920.54,1959.9301,0.0253,1.263,0.1797,164.8712
1504.59,1241.08,0.0213,0.2356,0.216,271.2707
1045.71,1272.11,0.0169,0.5836,0.1788,6.1942
1912.8,1896.99,0.0181,0.074,0.21,51.4253
1869.6801,1921.85,0.0197,0.8822,0.1981,129.9587
1179.1801,1599.08,0.0195,0.5918,0.1601,0.4766
1901.63,1632.1,0.0215,1.1699,0.1468,328.1971
1984.65,1241.7,0.0216,0.4767,0.2,755.6835
1421.85,1876.47,0.0219,0.0137,0.1574,0
1145.72,1313.39,0.0213,0.2575,0.2097,6.5292
1430.38,1225.42,0.0192,1.3096,0.1528,253.3566
1240.88,1276.26,0.0166,0.4301,0.1441,35.0356
1068.45,1110.45,0.0268,0.9836,0.1915,74.9408
1537.9399,1847.71,0.0155,0.1041,0.1439,0
1231.25,1162.46,0.0188,1.4411,0.2112,175.5683
1315.7,1465.8101,0.017,0.1151,0.1723,0.8366
1340.9,1030.6,0.0238,0.4877,0.1884,323.1917
1924.13,1969.4301,0.0174,1.3041,0.1713,149.3542
1498.28,1337.83,0.0235,0.7671,0.1829,210.3609
1176.34,1274.53,0.0167,1.1753,0.1808,62.4505
1482.5601,1179.46,0.0286,0.7178,0.187,332.1579
1916.54,1577.77,0.0179,1.3726,0.1652,398.3634
1317.11,1320.92,0.017,0.3178,0.1966,59.4853
1857.4,1368.74,0.0137,1.4384,0.1907,527.9326
1370.5699,1000.94,0.0253,1.3699,0.1742,407.8604
1030.74,1281.9399,0.0233,1.0712,0.1972,21.2898
1211.84,1996.55,0.0213,0.3918,0.1714,0
1445.25,1570.03,0.0248,0.526,0.2079,46.9676
1687.71,1355.9399,0.0176,1.0301,0.1814,369.002
1794.98,1729.21,0.0145,1.2137,0.222,222.2352
1941.92,1955.61,0.0229,1.3918,0.188,194.1182
1312.39,1558.39,0.0196,1.3233,0.1821,42.342
1344.34,1787.98,0.0115,0.4301,0.1318,0.0202
1109.6,1683.0601,0.026,1.3096,0.2118,7.9004
1549.0601,1635.67,0.0198,0.5096,0.1611,42.6212
1601.8101,1325.35,0.0254,1.3233,0.1664,336.6764
1150.2,1538.8101,0.0166,0.0795,0.187,0
1856.36,1851.33,0.0261,0.1233,0.1405,38.6229
1654.03,1211.5699,0.0187,0.7945,0.211,464.7525
1961.41,1377.0601,0.0209,0.874,0.1765,610.3954
1736.34,1314.08,0.0182,1.274,0.194,464.883
1757.87,1464.3,0.0154,1.0767,0.1679,335.0293
1003.61,1236.13,0.0116,1.1014,0.1356,6.0953
1528.34,1687.46,0.0212,1.2658,0.2003,92.1896
1726.96,1798.88,0.0191,1.4822,0.132,100.5947
1486.91,1602.83,0.0169,0.0329,0.1747,0
1267.41,1030.6899,0.0226,1.4164,0.182,285.7182
1163.37,1401.4,0.0217,0.2027,0.2069,0.9925
1161.3101,1923.47,0.0215,0.5945,0.1592,0
1025.84,1276.52,0.0146,0.4795,0.1461,0.7464
1084.76,1825.78,0.015,1.0438,0.1689,0.1187
1935.3,1287.72,0.0229,1.1726,0.1566,682.1339
1165.55,1878.8199,0.0191,0.063,0.2099,0
1275.98,1251.78,0.0239,0.5479,0.207,98.4306
1361.63,1651.73,0.0182,0.1836,0.1579,0.0471
1855.28,1942.45,0.0244,0.6548,0.2096,100.917
1874.63,1882.28,0.0186,0.9151,0.1912,148.1113
1916.9399,1629.99,0.0199,1.4356,0.1554,358.5038
1817.42,1979.3101,0.0141,0.3644,0.1758,25.8321
1861.25,1741.85,0.0194,1.2301,0.1858,240.0766
1604.16,1693.1801,0.0216,0.6192,0.18,62.8056
1516.05,1175.61,0.0175,1.2,0.1478,368.763
1781.91,1110.34,0.0147,0.7836,0.1362,684.2877
1052.27,1545.61,0.0193,1.0658,0.174,1.7902
1272.29,1878.48,0.0168,0.8521,0.1697,0.6597
1887.7,1394.33,0.0206,0.9151,0.1828,523.0201
1242.11,1318.3199,0.0284,0.9836,0.1617,62.2687
1172.9,1149.9399,0.0177,0.2466,0.1413,47.7944
1071.59,1828.38,0.0217,0.6411,0.1672,0
1702.73,1361.15,0.0211,0.7123,0.1858,368.4259
1139.1,1739.04,0.0172,0.937,0.2052,2.0551
1347.6,1490.6801,0.0251,0.0192,0.1925,0
1390.92,1521.95,0.0244,0.3562,0.1399,9.983
1347.8,1298.55,0.0191,0.6932,0.1433,101.1377
1914.98,1011.25,0.0232,1.4767,0.2225,938.545
1065.0699,1596.47,0.023,0.8877,0.1795,0.8626
1987.28,1042.73,0.0155,0.0986,0.1621,946.1424
1034.76,1904.58,0.0113,0.726,0.1876,0
1309.66,1667.23,0.026,0.6329,0.1936,7.1562
1412.66,1291.8199,0.0185,1.0877,0.1607,181.1212
1407.75,1844.42,0.0202,1.4603,0.2126,38.0153
1160.03,1431.03,0.0211,0.6,0.1804,6.329
1407.8101,1273.4399,0.0192,0.8137,0.1949,189.7435
1560.71,1650.28,0.0285,1.4438,0.1602,109.121
1661.29,1766.41,0.0197,0.6603,0.1708,58.5843
1913.98,1511.48,0.0177,0.5671,0.198,422.7515
1935.6801,1321.17,0.0174,1.3863,0.1709,648.5496
1496.96,1197.55,0.0243,0.0904,0.1774,302.0378
1140.66,1799.5,0.0236,0.0384,0.1643,0
1140.3,1739.51,0.0153,0.7644,0.2152,1.3467
1808.01,1867.1,0.023,0.6164,0.1562,73.5252
1010.89,1864.6,0.0256,1.074,0.1462,0
1794.29,1601.46,0.0115,0.4575,0.1651,215.0272
1445.37,1996.78,0.023,0.9918,0.19,7.5845
1924.88,1924,0.0232,0.9863,0.1972,171.672
1928.13,1690.79,0.0154,0.8301,0.1944,295.997
1548.15,1762.6801,0.0148,0.0438,0.1871,0
1557.65,1531.14,0.0236,0.8822,0.1475,116.5796
1218.6,1601.3101,0.0266,1.3973,0.1742,17.5463
1594.8199,1277.02,0.0139,0.5452,0.2033,333.2333
1977.6,1821.8101,0.0187,0.8356,0.1824,238.1135
1937.05,1784.79,0.0233,0.4356,0.1647,192.1365
1950.59,1995.76,0.0207,0.2384,0.1731,49.0164
1611.95,1988.83,0.013,0.8603,0.1667,12.8678
1229.33,1031.33,0.0143,0.7753,0.1887,221.5157
1634.27,1972.4,0.021,0.9397,0.2047,38.7992
1258.23,1832.02,0.0178,0.326,0.1573,0
1819.8101,1909.53,0.0208,1.4986,0.1507,119.6868
1193.16,1873.26,0.0199,1.1014,0.1757,0.9175
1400.23,1409.22,0.0276,0.2603,0.2013,56.7544
1951.77,1853.3199,0.0129,0.7315,0.1899,189.056
1532.3,1543.3199,0.0261,1.2219,0.2025,154.3673
1923.96,1324.6899,0.0135,0.6055,0.1424,610.067
1045.4301,1589.1899,0.0255,0.4932,0.1928,0.0619
1561.1801,1962.0699,0.0199,0.9699,0.1548,10.2682
1021.32,1268.45,0.0223,1.1945,0.2104,29.4912
1313.51,1873.48,0.0242,0.7671,0.2137,4.1488
1049.29,1013.12,0.018,1.011,0.157,95.1396
1633.03,1110.47,0.0286,1.0712,0.1796,557.1366
1251.1801,1540.3,0.0222,1.2,0.1628,19.6613
1012.4,1283.86,0.0243,0.7562,0.1873,7.5584
1419.5601,1766.76,0.0184,0.8877,0.1954,19.7944
1277.36,1941.17,0.0218,0.537,0.2064,0.2528
1862.92,1844.53,0.0222,0.7562,0.1578,126.9285
1601.85,1112.04,0.0212,0.3151,0.1806,497.2173
1801.6899,1848.9399,0.0198,0.1644,0.2174,44.4234
1964.5699,1177.85,0.0219,0.6411,0.1647,803.143
1408.74,1400.1801,0.0167,0.5726,0.1622,79.7841
1015.65,1971.84,0.0193,0.0219,0.1778,0
1838.2,1249.73,0.024,0.0329,0.1748,589.4564
1572.29,1765.89,0.0181,1.1397,0.1924,70.5478
1836.3199,1612.85,0.0125,1.4219,0.1712,299.5737
1211.98,1550.34,0.0215,0.4274,0.1764,1.099
1778.05,1778.5,0.0114,0.3699,0.196,87.7514
1682.23,1762.97,0.0229,0.3425,0.2084,53.5594
1223.23,1277.75,0.0232,0.3534,0.218,44.2543
1095.33,1373.48,0.0216,0.0438,0.1842,0
1336.02,1642.11,0.0199,0.6438,0.1709,7.1699
1127.12,1979.7,0.0191,0.0411,0.1838,0
1761.3199,1532.89,0.0234,0.8027,0.1324,265.1766
1688.34,1321.7,0.0159,1.2548,0.1665,402.3938
1802.09,1772.98,0.0144,1.2137,0.1846,175.3986
1787.49,1370.23,0.017,0.3534,0.1645,425.585
1991.05,1562.16,0.0233,0.5589,0.2009,453.8279
1553.6899,1895.54,0.0251,0.0466,0.1924,0
1400.8101,1907.27,0.0166,0.4849,0.1521,0.1107
1638.63,1172.92,0.0207,0.8986,0.1923,489.8341
1285.89,1048.49,0.0231,1.126,0.1758,275.4756
1465.99,1231.29,0.0162,0.1562,0.1822,238.0073
1900.67,1412.96,0.0235,1.4575,0.2028,551.235
1047.42,1800.91,0.0153,0.8767,0.1775,0.045
1586.7,1376.95,0.0269,0.9397,0.1846,268.7113
1333.6,1866.61,0.0142,0.5836,0.2038,1.5425
1473.48,1867.98,0.0178,0.6301,0.2147,12.0384
1319.22,1482.77,0.0241,1.0164,0.2201,68.7331
1386.1,1587.89,0.0179,0.9808,0.1393,21.9633
1370.6,1256.16,0.0245,1.4548,0.1702,202.9178
1803.77,1388.37,0.0165,1.2959,0.1988,462.5621
1494.74,1653.13,0.0248,1.389,0.1824,87.2055
1962.83,1080.03,0.012,0.2411,0.196,885.9202
1518.5601,1037.1899,0.024,1.3014,0.1855,515.7851
1448.09,1706.36,0.0205,0.2027,0.1833,1.0953
1396.92,1093.3199,0.0167,1.1041,0.1601,328.7414
1866.15,1063.66,0.0225,0.5808,0.2138,816.311
1118.48,1045.23,0.0137,0.6795,0.1928,117.4993
1444.49,1998.53,0.0242,0.0959,0.1485,0
1927.8,1821.9301,0.0176,1.3836,0.2048,262.286
1650.1899,1763.6899,0.0246,1.4521,0.165,108.2995
1832.67,1079.65,0.0201,0.1836,0.1703,756.997
1171.8,1463.91,0.0145,0.1342,0.1605,0
1615.39,1735.53,0.021,0.011,0.1957,0
1858.35,1372.8,0.0194,1.0027,0.1434,512.9714
1816.58,1419.3101,0.0273,0.3233,0.1783,410.0126
1459.0699,1652.13,0.0207,0.1671,0.2062,3.9775
1410.5601,1999.2,0.022,1.137,0.1612,3.2768
1257.67,1754.58,0.0189,0.5507,0.1747,0.3895
1140.71,1088.21,0.0189,0.2932,0.1564,73.464
1944.9,1541.51,0.0231,0.9096,0.1771,443.8872
1733.89,1187.23,0.0254,1.4932,0.2011,597.1592
1323.17,1896.65,0.0195,0.4384,0.1752,0.0588
1462.45,1871.08,0.0195,0.0904,0.1701,0
1686.86,1367.24,0.0231,1.4849,0.1542,378.3507
1772.6,1173.71,0.0115,0.9425,0.1584,611.7398
1972.28,1113.75,0.0272,0.7589,0.1615,881.285
1948.02,1079,0.0272,0.0356,0.2078,870.0643
1020.81,1199.42,0.0124,0.3233,0.1919,3.9758
1027.34,1773.14,0.0138,1.4493,0.1911,1.1653
1549.17,1000.92,0.0215,0.9534,0.1596,568.6503
1444.27,1065.0699,0.015,0.6438,0.1775,390.274
1670.34,1271.29,0.0219,0.9616,0.1529,427.573
1109.14,1131.1,0.0154,0.3699,0.1941,44.9901
1059.16,1136.59,0.02,1.2932,0.1646,58.8232
1900.61,1490,0.0127,1.3973,0.1541,447.1117
1106.08,1057.27,0.0117,0.2137,0.192,69.1696
1786.26,1864.83,0.016,0.6767,0.171,75.1416
1653.05,1535.72,0.0225,0.2247,0.1998,141.5518
1040.85,1337.73,0.0191,1.3616,0.1756,16.3651
1155.12,1101.12,0.0203,0.6932,0.1909,110.9229
1281.03,1953.89,0.0187,0.5096,0.2063,0.171
1361.5699,1852.9,0.0258,1.1068,0.1765,8.3837
1285.1,1681.0699,0.0236,0.2027,0.1905,0.02
1860.37,1594.0601,0.0137,1.2356,0.1924,336.6882
1816.8,1380.76,0.017,1.126,0.1868,471.696
1079.65,1335.52,0.0277,1.2986,0.1526,16.4738
1921.63,1197.34,0.0179,1.074,0.2047,748.1817
1589.9301,1702.9,0.025,1.1945,0.1849,101.4071
1414.73,1521.48,0.0217,0.2274,0.1738,13.3291
1800.89,1526.84,0.0215,1.1507,0.1928,344.164
1528.74,1433.96,0.0185,0.3644,0.1779,128.3705
1396.47,1648.17,0.0138,0.5918,0.1865,14.8674
1940.73,1286.27,0.0177,0.6438,0.1751,669.1149
1101.9,1719.17,0.0203,1.3397,0.1775,2.1524
1646.66,1824.1,0.018,0.3342,0.1711,14.6172
1626.61,1532.21,0.0255,0.6685,0.1797,163.9908
1402.3199,1010.14,0.0208,1.411,0.1662,424.5868
1876.65,1156.9399,0.0217,0.6137,0.2123,735.1106
1699.4,1452.28,0.0171,1.1288,0.1428,289.1325
1780.3,1917.34,0.0208,0.2904,0.1457,14.6288
1495.47,1093.55,0.0246,1.2192,0.2131,443.7322
1320.88,1989.88,0.0217,1.3781,0.1873,5.9537
1166.63,1570.03,0.0166,0.6493,0.1465,0.3966
1620.17,1153.98,0.0148,0.2466,0.1484,470.3941
1401.52,1393,0.0177,0.726,0.1935,104.9304
1166.47,1976.11,0.0194,0.6795,0.1868,0.0252
1005.57,1861.51,0.0192,0.8247,0.2272,0.1467
1530.91,1458.72,0.0266,0.3973,0.1694,115.8799
1834.04,1361.6899,0.0198,0.7507,0.1688,493.7686
1165.79,1935.27,0.0214,1.0575,0.148,0.0447
1322.84,1459.08,0.0215,0.7342,0.2183,55.7996
1128.6899,1742.53,0.0186,0.2356,0.1919,0
1335.6801,1940.1,0.0197,0.8548,0.1563,0.5103
1826.12,1951.64,0.0158,0.7726,0.2212,100.0283
1296.37,1709.02,0.0157,0.6219,0.1888,3.2027
1120.47,1188.8101,0.0161,1.2795,0.1853,74.8967
1825.09,1196.65,0.021,1.2795,0.2007,663.1271
1393.96,1327.29,0.027,0.8986,0.1786,148.2896
1347.23,1687.05,0.0214,0.274,0.1896,0.6333
1413.41,1581.5601,0.0261,0.8767,0.1894,51.3407
1393.75,1718.3199,0.0199,0.7616,0.1961,16.7695
1089.48,1285.1801,0.0199,0.811,0.1738,16.7008
1561.55,1464.04,0.0178,0.7781,0.151,151.9721
1474.26,1383.48,0.0174,1.3589,0.1991,201.0793
1352.89,1751.26,0.0215,0.7397,0.2078,10.9855
1590.83,1422.3,0.0143,0.0301,0.1513,169.142
1362.36,1121.6,0.0253,0.6575,0.179,264.9923
1938.6899,1564.12,0.0195,0.0904,0.1984,377.3271
1530.33,1091.4399,0.027,0.9233,0.1446,466.0114
1768.5699,1912.78,0.0192,0.4548,0.2057,49.7602
1431.49,1517.6899,0.0174,1.3781,0.1527,80.7547
1470.7,1177.99,0.0119,0.8658,0.1948,315.996
1817.36,1725.23,0.0203,1.2247,0.1799,216.1675
1669.98,1461.02,0.0172,1.4521,0.1913,296.5709
1881.42,1802.29,0.0229,1.2329,0.1708,211.3778
1872,1692.67,0.0139,0.2219,0.2041,196.5218
1965.63,1220.09,0.0152,1.0986,0.1744,766.0411
1753.52,1004.84,0.0191,1.3534,0.1812,774.5569
1677.17,1682.97,0.0172,0.1014,0.1485,28.5923
1441.34,1066.97,0.0137,1.0822,0.1843,394.9727
1634.02,1865.14,0.022,0.7178,0.1474,20.3488
1373.11,1168.55,0.0177,0.7836,0.1771,233.6888
1308.2,1440.55,0.0246,0.0685,0.1648,0
1583.95,1579.01,0.0179,1.3041,0.1703,142.851
1685.49,1561.8101,0.0145,1.0658,0.1989,218.4703
1512.59,1466.14,0.0131,0.4027,0.218,111.701
1710.23,1694.72,0.0202,0.4575,0.1587,88.7768
1670.85,1404.41,0.0205,0.5918,0.1579,288.3783
1734.01,1464.45,0.0268,1.3562,0.1813,350.6495
1770.04,1254.36,0.016,0.5041,0.1902,526.0361
1437.14,1919.67,0.0215,0.6877,0.1767,2.8267
1148.27,1944.35,0.0129,0.2904,0.1885,0
1941.38,1370.97,0.0203,1.3781,0.1716,612.1131
1592.1801,1435.86,0.0229,0.9863,0.1865,229.2185
1082.89,1709.6899,0.0204,0.5452,0.1691,0
1897.01,1903.71,0.0128,0.5425,0.1836,105.2631
1064.13,1863.48,0.0205,1.1753,0.1932,0.4814
1758.72,1912.3,0.0202,0.2137,0.2153,21.2351
1953.3101,1794.83,0.0151,0.8192,0.1875,236.2036
1841.8199,1119.23,0.0237,0.8247,0.1787,744.2974
1750.38,1198.86,0.0238,1.1151,0.1872,585.0124
1116.79,1787.51,0.0185,0.2356,0.2105,0
1988.04,1806.5,0.0221,1.3014,0.1812,297.3831
1810.76,1137.61,0.0243,0.874,0.1581,697.0838
1086.76,1949.45,0.0246,0.8521,0.1353,0
1565.23,1320.59,0.0169,0.3863,0.1902,258.1948
1932.39,1793.09,0.0277,0.6658,0.1441,198.2363
1644.58,1543.62,0.018,0.4685,0.1888,150.8488
1395.22,1393.62,0.0218,0.1233,0.1806,36.4177
1289.05,1629.02,0.0176,0.2685,0.1668,0.1327
1759.1801,1485.63,0.0204,1.2411,0.2119,353.9642
1556.12,1038.24,0.0219,1.0932,0.1556,542.7083
1279.9399,1656.4301,0.0262,1.4685,0.2005,34.3989
1243.76,1141.83,0.0204,0.1014,0.1558,104.9941
1340.6801,1313.37,0.0222,0.6301,0.1588,91.346
1739.65,1266.8101,0.0167,0.474,0.1948,483.3209
1924.22,1600.26,0.0168,1.2767,0.1776,385.4461
1889.74,1802.67,0.0165,1.4493,0.1355,194.4069
1370.42,1169.4399,0.021,0.2219,0.1942,208.0099
1230.26,1397.11,0.0157,1.0027,0.179,37.8725
1637.3199,1465.39,0.028,0.7534,0.1723,226.168
1176.64,1022.99,0.0135,0.8137,0.1561,175.9471
1535.11,1926.46,0.022,0.5781,0.2097,11.1732
1013.26,1447.51,0.024,0.5151,0.151,0.0239
1651.36,1260.6801,0.0166,0.7233,0.1444,406.3745
1777.74,1385.12,0.0193,0.1288,0.1496,396.0589
1936.5,1702.17,0.0201,0.1863,0.1762,242.7325
1383.49,1365.1,0.0186,1.4658,0.2088,165.6068
1168.1801,1904.16,0.0183,1.337,0.1748,1.0939
1574.3199,1095.42,0.0168,1.0959,0.1884,501.4805
1763.26,1875.05,0.0213,0.5918,0.1904,66.9972
1554.77,1853.78,0.0169,0.9507,0.1396,13.5332
1656.23,1113.66,0.025,0.6329,0.1879,560.2234
1390.05,1187.39,0.0183,1.411,0.1954,268.7425
1212.8101,1849.9399,0.0148,1.411,0.172,2.809
1519.22,1952.45,0.0169,0.6438,0.1542,2.0917
1397.42,1047.4399,0.0212,0.9918,0.1728,374.7263
1975.37,1474.84,0.0194,0.3781,0.2029,511.8644
1663.29,1573.6899,0.0149,0.2082,0.1603,108.2785
1156.66,1363.0699,0.0258,0.5671,0.1712,9.6334
1284.03,1694.83,0.0113,0.9479,0.1558,3.5097
1241.83,1254.92,0.0239,0.3781,0.1622,47.9853
1095.34,1800.74,0.0226,0.2603,0.2112,0
1593.99,1528.8101,0.02,0.7616,0.1519,133.4398
1865.5601,1016.82,0.0162,0.8904,0.1717,863.3051
1746.49,1761.34,0.0281,1.2192,0.1529,139.5022
1764.02,1108.79,0.028,0.6795,0.1941,676.2035
1814.54,1462.1801,0.024,0.326,0.1843,364.7143
1645.62,1836.71,0.0203,0.1342,0.1862,2.3573
1426.3199,1367.47,0.0149,0.8658,0.1925,141.8691
1120.7,1664.42,0.0216,0.4301,0.1889,0.039
1517.46,1323.16,0.0203,1.3397,0.1673,259.5408
1628.77,1480.75,0.0284,0.3589,0.1674,174.2038
1582.51,1539.42,0.0182,1.0384,0.1952,161.8003
1984.89,1738.67,0.0167,1.2137,0.1825,328.6515
1227.13,1747.3101,0.0182,1.1288,0.1955,6.9258
1117.45,1168.71,0.0226,0.4356,0.1579,29.6559
1114.91,1539.21,0.0177,1.1945,0.1819,7.253
1966.14,1972.73,0.0208,0.2137,0.166,59.8824
1652.4399,1923.9,0.0235,1.4575,0.1435,44.581
1758.8101,1154.5601,0.0189,0.6164,0.1466,617.6257
1006.37,1877.9,0.0129,0.3753,0.1893,0
1135.9399,1393.5,0.0176,1.2356,0.1815,24.8889
1296.29,1424.03,0.0179,0.0493,0.1998,0.0644
1841.61,1617.08,0.0143,1.1151,0.1904,297.0255
1057.12,1518.67,0.0173,0.9315,0.1792,1.8325
1949.54,1179.28,0.0194,0.7233,0.219,786.9229
